ANONYMIZED ID;TEST FEB;PRACTICAL EX FEB;PRACTICES FEB;FINAL FEB;TEST SEPT;PRACTICAL EX SEPT;PRACTICES SEPT;FINAL SEPT;YEAR
TUSsR;NA;NA;NA;NA;NA;NA;NA;NA;2014
/z4Eg;NA;NA;NA;NA;NA;NA;NA;NA;2014
16+xD;7,00;6,00;1,00;6,70;NA;NA;NA;NA;2013
hINSA;NA;6,00;1,00;7,00;NA;NA;NA;NA;2013
omhRX;NA;NA;NA;NA;NA;NA;NA;NA;2011
omhRX;NA;NA;NA;NA;NA;NA;NA;NA;2012
omhRX;NA;NA;NA;NA;NA;NA;NA;NA;2013
omhRX;NA;NA;NA;NA;NA;NA;NA;NA;2014
omhRX;8,00;NA;1,00;6,00;NA;NA;NA;NA;2015
c1yau;NA;NA;NA;NA;NA;NA;NA;NA;2014
Xf/xp;NA;NA;NA;NA;NA;NA;NA;NA;2012
BivXJ;3,00;0,00;0,80;0,90;NA;NA;NA;NA;2012
aPP6L;7,00;8,33;0,90;8,00;NA;NA;NA;NA;2011
GcW6W;NA;NA;NA;NA;NA;NA;NA;NA;2014
x35qc;NA;NA;NA;NA;NA;NA;NA;NA;2013
7oDAo;NA;NA;NA;NA;NA;NA;NA;NA;2012
xlA/x;9,00;7,00;1,00;7,90;NA;NA;NA;NA;2011
srEVy;NA;NA;NA;NA;NA;NA;NA;NA;2014
Y/Wq0;NA;NA;NA;NA;NA;NA;NA;NA;2011
tEWG1;NA;NA;NA;NA;NA;NA;NA;NA;2012
w8nJ1;NA;NA;NA;NA;NA;NA;NA;NA;2012
Ec1Sa;NA;NA;NA;NA;NA;NA;NA;NA;2011
vNJn+;5,00;NA;0,30;1,50;NA;NA;NA;NA;2014
jJAJQ;1,00;0,00;0,70;0,30;NA;NA;NA;NA;2011
+7gc9;NA;NA;NA;NA;NA;NA;NA;NA;2012
nD0rp;2,00;0,00;0,80;0,60;NA;NA;NA;NA;2011
9fUgB;5,00;0,00;NA;1,50;NA;NA;NA;NA;2012
9fUgB;NA;NA;NA;NA;NA;NA;NA;NA;2016
psxti;NA;NA;NA;NA;NA;NA;NA;NA;2011
tgWEl;NA;NA;NA;NA;NA;NA;NA;NA;2018
u9kdF;3,00;NA;0,70;0,90;NA;NA;NA;NA;2014
XPW2G;6,00;7,33;0,80;7,00;NA;NA;NA;NA;2012
Sahbl;NA;NA;NA;NA;NA;NA;NA;NA;2011
Sahbl;NA;NA;NA;NA;NA;NA;NA;NA;2012
X/InE;NA;NA;NA;NA;NA;NA;NA;NA;2011
ylUcq;NA;NA;NA;NA;NA;NA;NA;NA;2015
BEObQ;NA;NA;NA;NA;NA;NA;NA;NA;2011
EE/vP;6,00;4,50;0,70;5,20;NA;NA;NA;NA;2014
0Z96Y;NA;NA;NA;NA;NA;NA;NA;NA;2013
514ek;NA;NA;NA;NA;NA;NA;NA;NA;2011
Jm8hW;4,00;NA;0,00;1,20;4,00;0,00;0,00;1,20;2015
Jm8hW;NA;NA;NA;NA;NA;NA;NA;NA;2016
4iURV;NA;NA;NA;NA;NA;NA;NA;NA;2012
4iURV;NA;NA;NA;NA;NA;NA;NA;NA;2015
R3904;NA;NA;NA;NA;NA;NA;NA;NA;2011
R3904;10,00;9,00;0,60;9,00;NA;NA;NA;NA;2012
T+ujh;NA;NA;NA;NA;NA;NA;NA;NA;2016
z1u7R;NA;NA;NA;NA;NA;NA;NA;NA;2013
z1u7R;NA;NA;NA;NA;NA;NA;NA;NA;2018
BUErZ;NA;NA;NA;NA;NA;NA;NA;NA;2015
9GE1h;NA;NA;NA;NA;NA;NA;NA;NA;2014
6aoIg;NA;NA;NA;NA;NA;NA;NA;NA;2012
NHHK1;NA;NA;NA;NA;NA;NA;NA;NA;2017
2+k83;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2016
VDFnQ;NA;NA;NA;NA;NA;NA;NA;NA;2012
fVKuW;NA;NA;NA;NA;NA;NA;NA;NA;2012
C1Hqg;NA;NA;NA;NA;9,00;5,30;0,00;8,00;2013
hOdPi;NA;NA;NA;NA;NA;NA;NA;NA;2013
NgURZ;NA;NA;NA;NA;NA;NA;NA;NA;2012
Ea7rx;3,00;0,00;NA;0,90;NA;NA;NA;NA;2011
KAKr5;NA;NA;NA;NA;NA;NA;NA;NA;2018
stNqM;6,00;NA;0,00;1,80;NA;NA;NA;NA;2014
VtMbq;NA;NA;NA;NA;NA;NA;NA;NA;2011
hZ2yS;NA;NA;NA;NA;NA;NA;NA;NA;2015
Av3N/;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2017
K3Zs0;NA;NA;NA;NA;NA;NA;NA;NA;2018
A4z2v;NA;NA;NA;NA;9,00;0,00;5,50;6,00;2017
IHu1A;NA;NA;NA;NA;NA;NA;NA;NA;2011
IHu1A;NA;NA;NA;NA;NA;NA;NA;NA;2015
PE0yi;7,00;0,00;0,00;2,10;NA;NA;NA;NA;2012
PE0yi;10,00;8,42;0,95;9,00;NA;NA;NA;NA;2013
43sVL;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2013
QojYW;NA;NA;NA;NA;NA;NA;NA;NA;2014
QojYW;NA;NA;NA;NA;9,00;1,50;0,00;3,60;2015
QojYW;NA;NA;NA;NA;NA;NA;NA;NA;2016
r1euK;NA;NA;NA;NA;NA;NA;NA;NA;2013
P09qq;7,00;0,00;0,00;2,10;NA;NA;NA;NA;2013
P09qq;NA;NA;NA;NA;NA;NA;NA;NA;2014
P09qq;8,00;NA;0,90;8,10;NA;NA;NA;NA;2015
91R83;NA;NA;NA;NA;NA;NA;NA;NA;2018
tmpUx;NA;NA;NA;NA;NA;NA;NA;NA;2016
Xi/AH;NA;NA;NA;NA;NA;NA;NA;NA;2013
Xi/AH;NA;NA;NA;NA;NA;NA;NA;NA;2014
5Kt7R;4,00;0,00;0,50;1,20;NA;NA;NA;NA;2016
5Kt7R;2,00;0,00;0,00;0,60;NA;NA;NA;NA;2017
piNFr;NA;NA;NA;NA;NA;NA;NA;NA;2013
I0KNs;6,00;NA;0,50;2,90;NA;NA;NA;NA;2015
HGctV;NA;NA;NA;NA;NA;NA;NA;NA;2014
QNty6;NA;NA;NA;NA;NA;NA;NA;NA;2018
r6jg7;8,00;NA;0,85;8,70;NA;NA;NA;NA;2015
JTkML;NA;NA;NA;NA;NA;NA;NA;NA;2011
bhHeA;NA;NA;NA;NA;7,00;8,00;0,00;7,00;2018
ESpIC;NA;NA;NA;NA;NA;NA;NA;NA;2015
sLJ8o;NA;NA;NA;NA;NA;NA;NA;NA;2016
sLJ8o;NA;NA;NA;NA;9,00;0,00;5,50;6,00;2017
M3CwX;NA;NA;NA;NA;NA;NA;NA;NA;2015
TEM8F;NA;NA;NA;NA;NA;NA;NA;NA;2014
Vphim;NA;NA;NA;NA;NA;NA;NA;NA;2017
gNJBI;NA;NA;NA;NA;NA;NA;NA;NA;2012
MXTEF;NA;NA;NA;NA;NA;NA;NA;NA;2015
CKjFm;NA;NA;NA;NA;NA;NA;NA;NA;2013
ka3Sb;NA;NA;NA;NA;NA;NA;NA;NA;2014
9OX7H;NA;NA;NA;NA;NA;NA;NA;NA;2011
IcO/Z;NA;NA;NA;NA;NA;NA;NA;NA;2015
FLxif;NA;NA;NA;NA;NA;NA;NA;NA;2015
Xphfm;NA;NA;NA;NA;NA;NA;NA;NA;2011
ONWgD;5,00;0,00;NA;1,50;NA;NA;NA;NA;2012
ONWgD;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2013
ONWgD;7,00;1,00;0,60;3,30;3,00;NA;0,60;0,90;2014
hDDjk;4,00;0,00;0,60;1,20;6,00;2,60;0,60;5,00;2013
fiL7P;NA;NA;NA;NA;NA;NA;NA;NA;2014
fiL7P;NA;NA;NA;NA;NA;NA;NA;NA;2017
GhRAV;NA;NA;NA;NA;NA;NA;NA;NA;2012
obkiC;NA;NA;NA;NA;NA;NA;NA;NA;2016
SLNea;5,00;0,00;0,00;1,50;8,00;3,00;0,00;5,40;2013
xPZlq;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2017
NNRX4;NA;NA;NA;NA;NA;NA;NA;NA;2011
3DGYq;8,00;7,00;0,95;7,55;NA;NA;NA;NA;2012
9PDaB;NA;NA;NA;NA;NA;NA;NA;NA;2013
9PDaB;NA;NA;NA;NA;NA;NA;NA;NA;2017
Efnyy;10,00;8,50;0,90;9,00;NA;NA;NA;NA;2013
yRFsU;4,00;NA;0,00;1,20;NA;NA;NA;NA;2015
yRFsU;NA;NA;NA;NA;NA;NA;NA;NA;2016
uEExT;8,00;10,00;0,60;9,00;NA;NA;NA;NA;2012
LnM/m;NA;NA;NA;NA;NA;NA;NA;NA;2011
ey0sC;NA;NA;NA;NA;NA;NA;NA;NA;2012
QjxHR;NA;NA;NA;NA;NA;NA;NA;NA;2011
kJVJV;NA;NA;NA;NA;NA;NA;NA;NA;2012
kJVJV;NA;NA;NA;NA;NA;NA;NA;NA;2013
Wb7gf;NA;NA;NA;NA;NA;NA;NA;NA;2012
NC4sp;NA;NA;NA;NA;NA;NA;NA;NA;2014
NC4sp;NA;NA;NA;NA;NA;NA;NA;NA;2015
LJwpl;NA;NA;NA;NA;NA;NA;NA;NA;2016
i1j0D;NA;NA;NA;NA;8,00;9,00;0,00;8,00;2014
TsUi2;NA;NA;NA;NA;NA;NA;NA;NA;2012
TG0Tz;NA;NA;NA;NA;NA;NA;NA;NA;2011
TG0Tz;NA;NA;NA;NA;NA;NA;NA;NA;2014
W4bMj;NA;NA;NA;NA;NA;NA;NA;NA;2011
x6HHu;NA;NA;NA;NA;NA;NA;NA;NA;2013
C4GAK;NA;NA;NA;NA;NA;NA;NA;NA;2012
bA5at;8,00;2,00;NA;3,60;NA;NA;NA;NA;2012
bA5at;7,00;8,17;1,00;8,00;NA;NA;NA;NA;2014
7saDS;6,00;7,00;1,00;7,00;NA;NA;NA;NA;2011
FbmLh;NA;NA;NA;NA;NA;NA;NA;NA;2017
1NTxK;7,00;5,00;0,90;6,00;NA;NA;NA;NA;2011
HSwsy;NA;NA;NA;NA;NA;NA;NA;NA;2016
HSwsy;NA;NA;NA;NA;NA;NA;NA;NA;2017
qWmwB;NA;NA;NA;NA;NA;NA;NA;NA;2011
3FCy9;NA;NA;NA;NA;NA;NA;NA;NA;2015
gxmbB;NA;NA;NA;NA;NA;NA;NA;NA;2011
j63In;NA;NA;NA;NA;NA;NA;NA;NA;2013
f3vsk;2,00;NA;0,00;0,60;NA;NA;NA;NA;2014
WS4k+;NA;NA;NA;NA;NA;NA;NA;NA;2013
RtgFl;NA;NA;NA;NA;NA;NA;NA;NA;2013
o2Jrz;NA;NA;NA;NA;NA;NA;NA;NA;2012
ygeuR;NA;NA;NA;NA;NA;NA;NA;NA;2011
ygeuR;NA;NA;NA;NA;NA;NA;NA;NA;2012
ygeuR;NA;NA;NA;NA;NA;NA;NA;NA;2013
ygeuR;NA;NA;NA;NA;NA;NA;NA;NA;2014
9bJ5A;5,00;0,00;0,40;1,50;NA;NA;NA;NA;2012
Gn0p1;NA;NA;NA;NA;NA;NA;NA;NA;2013
+G3em;4,00;0,00;0,90;1,20;6,00;2,00;0,90;3,90;2011
UDSKr;NA;NA;NA;NA;NA;NA;NA;NA;2013
UDSKr;NA;NA;NA;NA;NA;NA;NA;NA;2014
UDSKr;NA;NA;NA;NA;NA;NA;NA;NA;2015
8wu+w;NA;NA;NA;NA;NA;NA;NA;NA;2013
h1IS+;NA;NA;NA;NA;NA;NA;NA;NA;2011
kLDAh;NA;NA;NA;NA;NA;NA;NA;NA;2012
kLDAh;NA;NA;NA;NA;NA;NA;NA;NA;2013
QGEA7;2,00;0,00;0,90;0,60;NA;NA;NA;NA;2011
Mo5LY;NA;NA;NA;NA;NA;NA;NA;NA;2015
PfO3F;NA;NA;NA;NA;NA;NA;NA;NA;2015
3i92v;3,00;0,00;NA;0,90;NA;NA;NA;NA;2011
HFhU9;NA;NA;NA;NA;NA;NA;NA;NA;2011
HFhU9;NA;NA;NA;NA;NA;NA;NA;NA;2012
qGV1U;3,00;0,00;NA;0,90;2,00;0,00;NA;0,60;2011
gHKn2;NA;NA;NA;NA;NA;NA;NA;NA;2011
kvMfr;NA;NA;NA;NA;NA;NA;NA;NA;2011
pWaJC;NA;NA;NA;NA;NA;NA;NA;NA;2011
pWaJC;NA;NA;NA;NA;NA;NA;NA;NA;2012
pWaJC;NA;NA;NA;NA;NA;NA;NA;NA;2016
D+36u;8,00;9,00;0,80;8,60;NA;NA;NA;NA;2011
ZUmjm;1,00;0,00;NA;0,30;3,00;0,00;NA;0,90;2011
ZUmjm;NA;NA;NA;NA;NA;NA;NA;NA;2012
uP9pJ;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2013
uP9pJ;NA;NA;NA;NA;NA;NA;NA;NA;2015
0aUhY;NA;NA;NA;NA;NA;NA;NA;NA;2011
0aUhY;NA;NA;NA;NA;NA;NA;NA;NA;2012
T2DZO;NA;NA;NA;NA;NA;NA;NA;NA;2014
IWk/o;NA;NA;NA;NA;NA;NA;NA;NA;2016
iop2p;NA;NA;NA;NA;NA;NA;NA;NA;2014
hIR7V;NA;NA;NA;NA;NA;NA;NA;NA;2015
Dbxtl;6,00;NA;0,00;1,80;NA;NA;NA;NA;2015
8p+B1;NA;NA;NA;NA;NA;NA;NA;NA;2012
zqQ78;5,00;0,00;0,70;1,50;6,00;4,10;0,70;5,00;2012
xf5nZ;NA;NA;NA;NA;NA;NA;NA;NA;2016
QiDU6;NA;NA;NA;NA;NA;NA;NA;NA;2012
R12Uv;NA;NA;NA;NA;NA;NA;NA;NA;2018
3OlKp;7,00;1,67;0,90;4,00;3,00;0,90;0,00;0,90;2017
3OlKp;2,00;0,00;0,90;0,60;NA;NA;NA;NA;2018
WyoPZ;NA;NA;NA;NA;NA;NA;NA;NA;2011
WyoPZ;NA;NA;NA;NA;NA;NA;NA;NA;2012
WyoPZ;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2013
QvOm8;NA;NA;NA;NA;NA;NA;NA;NA;2018
j0tzN;8,00;7,67;0,00;7,00;NA;NA;NA;NA;2014
/aSCB;NA;NA;NA;NA;NA;NA;NA;NA;2018
4ipsY;NA;NA;NA;NA;NA;NA;NA;NA;2012
xObF0;4,00;NA;0,85;1,20;5,00;NA;0,85;1,50;2014
jv7Sn;NA;NA;NA;NA;NA;NA;NA;NA;2016
5hZY3;9,00;8,00;0,00;7,50;NA;NA;NA;NA;2012
wJso7;NA;NA;NA;NA;NA;NA;NA;NA;2011
FVcUj;NA;NA;NA;NA;3,00;0,00;0,00;0,90;2016
FVcUj;10,00;8,33;0,00;8,00;NA;NA;NA;NA;2017
D7Mcn;NA;NA;NA;NA;NA;NA;NA;NA;2013
NFvdJ;NA;NA;NA;NA;NA;NA;NA;NA;2013
NFvdJ;NA;NA;NA;NA;NA;NA;NA;NA;2014
hbYep;NA;NA;NA;NA;NA;NA;NA;NA;2013
rRih2;NA;NA;NA;NA;NA;NA;NA;NA;2011
5Gzn6;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2017
kvE8B;NA;NA;NA;NA;NA;NA;NA;NA;2011
RlYVD;7,00;0,00;0,00;2,10;NA;NA;NA;NA;2013
K3vro;NA;NA;NA;NA;NA;NA;NA;NA;2011
EQlwJ;NA;NA;NA;NA;NA;NA;NA;NA;2011
EQlwJ;NA;NA;NA;NA;NA;NA;NA;NA;2014
EQlwJ;NA;NA;NA;NA;NA;NA;NA;NA;2015
ZCEOX;NA;NA;NA;NA;NA;NA;NA;NA;2015
ZCEOX;NA;NA;NA;NA;NA;NA;NA;NA;2016
ZCEOX;NA;NA;NA;NA;NA;NA;NA;NA;2018
FHiz7;NA;NA;NA;NA;NA;NA;NA;NA;2011
I9eV3;NA;NA;NA;NA;NA;NA;NA;NA;2011
ZkV5J;NA;NA;NA;NA;NA;NA;NA;NA;2014
ZkV5J;NA;NA;NA;NA;NA;NA;NA;NA;2015
MfulT;NA;NA;NA;NA;NA;NA;NA;NA;2011
sU6Zx;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2018
dnyz5;NA;NA;NA;NA;NA;NA;NA;NA;2011
1QKLg;NA;NA;NA;NA;NA;NA;NA;NA;2011
1QKLg;NA;NA;NA;NA;NA;NA;NA;NA;2012
1QKLg;NA;NA;NA;NA;NA;NA;NA;NA;2013
pPgN6;NA;NA;NA;NA;NA;NA;NA;NA;2012
+EsLP;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2013
ZeOq+;NA;NA;NA;NA;NA;NA;NA;NA;2014
1Z1T8;NA;NA;NA;NA;NA;NA;NA;NA;2011
WlxAI;NA;NA;NA;NA;NA;NA;NA;NA;2013
IMyCB;5,00;0,00;0,90;5,00;NA;NA;NA;NA;2011
r10QB;NA;NA;NA;NA;NA;NA;NA;NA;2016
r10QB;NA;NA;NA;NA;NA;NA;NA;NA;2017
ujOcI;7,00;9,00;0,90;8,40;NA;NA;NA;NA;2012
B/ckL;NA;NA;NA;NA;NA;NA;NA;NA;2015
rDjhK;NA;NA;NA;NA;NA;NA;NA;NA;2011
6Year;NA;NA;NA;NA;NA;NA;NA;NA;2013
ALXLM;1,00;NA;0,00;0,30;NA;NA;NA;NA;2014
n68G5;NA;NA;NA;NA;NA;NA;NA;NA;2012
2L6Lt;NA;NA;NA;NA;NA;NA;NA;NA;2012
7HNM5;NA;NA;NA;NA;NA;NA;NA;NA;2012
fQ7WD;NA;NA;NA;NA;6,00;0,00;0,00;1,80;2015
fQ7WD;5,00;4,75;0,65;5,00;NA;NA;NA;NA;2016
elQPt;NA;NA;NA;NA;NA;NA;NA;NA;2011
elQPt;NA;NA;NA;NA;NA;NA;NA;NA;2012
uYV6m;NA;NA;NA;NA;NA;NA;NA;NA;2012
j5jaU;NA;NA;NA;NA;NA;NA;NA;NA;2013
j5jaU;NA;NA;NA;NA;NA;NA;NA;NA;2014
6KFkA;NA;NA;NA;NA;NA;NA;NA;NA;2018
oU2sn;NA;NA;NA;NA;NA;NA;NA;NA;2012
EW3LG;NA;NA;NA;NA;NA;NA;NA;NA;2016
QQkM/;NA;NA;NA;NA;NA;NA;NA;NA;2014
OmCjI;NA;NA;NA;NA;NA;NA;NA;NA;2016
wSdu2;NA;NA;NA;NA;NA;NA;NA;NA;2012
xOOYJ;NA;NA;NA;NA;NA;NA;NA;NA;2018
l+AOI;6,00;0,00;NA;1,80;4,00;0,00;NA;1,20;2012
l+AOI;7,00;0,00;0,00;2,10;8,00;3,60;0,70;6,00;2013
KJ4wf;NA;NA;NA;NA;NA;NA;NA;NA;2013
KJ4wf;NA;NA;NA;NA;NA;NA;NA;NA;2014
toTK9;NA;NA;NA;NA;NA;NA;NA;NA;2015
toTK9;NA;NA;NA;NA;NA;NA;NA;NA;2016
rMHjB;NA;NA;NA;NA;NA;NA;NA;NA;2011
XYjDA;NA;NA;NA;NA;NA;NA;NA;NA;2014
d7ACS;9,00;6,00;0,95;7,25;NA;NA;NA;NA;2012
B1NWQ;NA;NA;NA;NA;NA;NA;NA;NA;2015
B1NWQ;5,00;2,00;0,90;3,60;NA;NA;NA;NA;2016
ClzoT;8,00;6,00;1,00;7,00;NA;NA;NA;NA;2013
ZWZAH;NA;NA;NA;NA;NA;NA;NA;NA;2014
VtjeD;NA;NA;NA;NA;NA;NA;NA;NA;2012
VtjeD;NA;NA;NA;NA;NA;NA;NA;NA;2014
y8nXP;NA;NA;NA;NA;NA;NA;NA;NA;2013
mWN/D;NA;NA;NA;NA;NA;NA;NA;NA;2015
FT0AU;NA;NA;NA;NA;NA;NA;NA;NA;2011
Qb2fv;NA;NA;NA;NA;NA;NA;NA;NA;2015
XSQh3;NA;NA;NA;NA;NA;NA;NA;NA;2015
pXYcE;NA;NA;NA;NA;NA;NA;NA;NA;2012
tsRqC;NA;NA;NA;NA;NA;NA;NA;NA;2011
5Ljnw;NA;NA;NA;NA;NA;NA;NA;NA;2014
5Ljnw;8,00;NA;0,80;8,00;NA;NA;NA;NA;2015
Z64a3;NA;NA;NA;NA;NA;NA;NA;NA;2012
Z64a3;NA;NA;NA;NA;NA;NA;NA;NA;2014
UdRee;NA;NA;NA;NA;NA;NA;NA;NA;2013
sDFdW;NA;NA;NA;NA;NA;NA;NA;NA;2016
Crwzy;NA;NA;NA;NA;NA;NA;NA;NA;2011
IWGyT;NA;NA;NA;NA;NA;NA;NA;NA;2011
IWGyT;NA;NA;NA;NA;NA;NA;NA;NA;2012
IWGyT;NA;NA;NA;NA;NA;NA;NA;NA;2014
uW9kh;4,00;NA;0,00;1,20;3,00;NA;0,00;0,90;2014
VC6Od;NA;NA;NA;NA;NA;NA;NA;NA;2012
QVd1O;NA;NA;NA;NA;NA;NA;NA;NA;2013
r9m/w;7,00;0,00;0,00;2,10;3,00;NA;0,00;0,90;2013
r9m/w;6,00;5,33;1,00;6,00;NA;NA;NA;NA;2014
kGxTx;NA;NA;NA;NA;NA;NA;NA;NA;2012
/sKBZ;NA;NA;NA;NA;NA;NA;NA;NA;2016
cbRRs;NA;NA;NA;NA;NA;NA;NA;NA;2014
ifOwb;4,00;0,00;NA;1,20;NA;NA;NA;NA;2012
IxoTs;5,00;0,00;NA;1,50;NA;NA;NA;NA;2011
S6Gg1;NA;NA;NA;NA;NA;NA;NA;NA;2015
e0xvy;NA;NA;NA;NA;NA;NA;NA;NA;2013
e0xvy;3,00;NA;0,00;0,90;NA;NA;NA;NA;2014
e0xvy;NA;NA;NA;NA;NA;NA;NA;NA;2017
k/3+W;NA;NA;NA;NA;NA;NA;NA;NA;2018
Nw9pC;NA;NA;NA;NA;NA;NA;NA;NA;2012
TLSVj;NA;NA;NA;NA;NA;NA;NA;NA;2016
TLSVj;NA;NA;NA;NA;NA;NA;NA;NA;2017
yZRBS;NA;NA;NA;NA;NA;NA;NA;NA;2016
w4FDc;NA;NA;NA;NA;NA;NA;NA;NA;2016
U+gnW;NA;NA;NA;NA;NA;NA;NA;NA;2013
ywuNR;NA;NA;NA;NA;NA;NA;NA;NA;2016
VyXtA;2,00;0,00;NA;0,60;NA;NA;NA;NA;2011
JsGw7;NA;NA;NA;NA;NA;NA;NA;NA;2016
YstqL;NA;NA;NA;NA;NA;NA;NA;NA;2014
7yHkQ;NA;NA;NA;NA;NA;NA;NA;NA;2014
2IamZ;NA;NA;NA;NA;NA;NA;NA;NA;2016
2GpBG;NA;NA;NA;NA;NA;NA;NA;NA;2017
320QL;10,00;10,00;1,00;10,00;NA;NA;NA;NA;2018
i7VGm;NA;NA;NA;NA;NA;NA;NA;NA;2017
jJJxQ;7,00;NA;0,10;4,00;9,00;10,00;0,10;9,00;2015
Ika50;NA;NA;NA;NA;NA;NA;NA;NA;2018
DAiFx;NA;NA;NA;NA;NA;NA;NA;NA;2016
8hS50;2,00;0,00;0,93;0,60;NA;NA;NA;NA;2011
8hS50;5,00;0,00;0,60;1,50;NA;NA;NA;NA;2018
hHAo/;2,00;NA;0,00;0,60;NA;NA;NA;NA;2014
hHAo/;NA;NA;NA;NA;NA;NA;NA;NA;2015
3jFin;8,00;7,67;0,00;7,00;NA;NA;NA;NA;2017
NJowP;NA;NA;NA;NA;NA;NA;NA;NA;2012
NJowP;NA;NA;NA;NA;NA;NA;NA;NA;2013
sR1lB;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2017
S1I1a;NA;NA;NA;NA;NA;NA;NA;NA;2016
PwhWD;NA;NA;NA;NA;3,00;NA;0,00;0,90;2018
CCPmb;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2016
JDS4t;2,00;0,00;0,00;0,60;NA;NA;NA;NA;2017
r94+n;NA;NA;NA;NA;NA;NA;NA;NA;2017
YEjps;NA;NA;NA;NA;NA;NA;NA;NA;2017
vGwEO;9,00;10,00;1,00;9,70;NA;NA;NA;NA;2013
160ir;2,00;0,00;NA;0,60;NA;NA;NA;NA;2011
160ir;NA;NA;NA;NA;NA;NA;NA;NA;2012
xiRwE;3,00;0,00;0,70;0,90;5,00;0,00;0,70;1,50;2011
xiRwE;NA;NA;NA;NA;NA;NA;NA;NA;2012
OCPZU;NA;NA;NA;NA;NA;NA;NA;NA;2012
9fF0L;4,00;0,00;NA;1,20;NA;NA;NA;NA;2012
9fF0L;2,00;0,00;0,00;0,60;NA;NA;NA;NA;2013
bIVRF;7,00;0,00;NA;2,10;NA;NA;NA;NA;2012
bIVRF;NA;NA;NA;NA;NA;NA;NA;NA;2014
g3fxG;NA;NA;NA;NA;NA;NA;NA;NA;2011
h9g9Q;NA;NA;NA;NA;NA;NA;NA;NA;2013
h9g9Q;NA;NA;NA;NA;NA;NA;NA;NA;2015
h9g9Q;NA;NA;NA;NA;NA;NA;NA;NA;2016
h9g9Q;NA;NA;NA;NA;NA;NA;NA;NA;2017
ZzzES;NA;NA;NA;NA;NA;NA;NA;NA;2013
xxsq3;6,00;7,00;NA;6,00;NA;NA;NA;NA;2011
LKjlv;5,00;0,00;NA;1,50;NA;NA;NA;NA;2012
TLkXz;10,00;6,67;1,00;8,00;NA;NA;NA;NA;2013
RMBbs;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2018
tWOvA;NA;NA;NA;NA;NA;NA;NA;NA;2012
CRMf3;8,00;9,33;1,00;9,00;NA;NA;NA;NA;2012
ZOTsN;NA;NA;NA;NA;NA;NA;NA;NA;2015
j7Kio;NA;NA;NA;NA;NA;NA;NA;NA;2015
wyoJ8;5,00;NA;0,80;1,50;8,00;6,00;0,80;7,00;2014
emOcm;NA;NA;NA;NA;NA;NA;NA;NA;2015
sOCWu;5,00;NA;0,70;1,50;NA;NA;NA;NA;2015
sOCWu;9,00;2,00;0,00;3,90;NA;NA;NA;NA;2016
M1Vnc;NA;NA;NA;NA;NA;NA;NA;NA;2013
4/x1g;NA;NA;NA;NA;NA;NA;NA;NA;2016
h7yg5;9,00;8,83;1,00;9,00;NA;NA;NA;NA;2014
LgTLd;7,00;0,00;0,00;2,10;NA;NA;NA;NA;2016
1lo2U;NA;NA;NA;NA;NA;NA;NA;NA;2015
bHKPq;5,00;0,00;0,80;4,00;7,00;1,00;0,80;3,50;2011
DI4ft;NA;NA;NA;NA;NA;NA;NA;NA;2011
SVUXn;NA;NA;NA;NA;NA;NA;NA;NA;2011
nhDbY;NA;NA;NA;NA;NA;NA;NA;NA;2014
tVt8j;10,00;10,00;1,00;10,00;NA;NA;NA;NA;2013
jKIdy;NA;NA;NA;NA;NA;NA;NA;NA;2011
jKIdy;NA;NA;NA;NA;NA;NA;NA;NA;2012
1zS4r;NA;NA;NA;NA;NA;NA;NA;NA;2016
J6W62;NA;NA;NA;NA;NA;NA;NA;NA;2013
J6W62;NA;NA;NA;NA;NA;NA;NA;NA;2014
a+ro7;NA;NA;NA;NA;NA;NA;NA;NA;2014
a+ro7;NA;NA;NA;NA;NA;NA;NA;NA;2015
NwSqA;8,00;6,00;0,00;6,00;NA;NA;NA;NA;2013
M6VHe;NA;NA;NA;NA;NA;NA;NA;NA;2012
M6VHe;7,00;0,00;0,00;2,10;NA;NA;NA;NA;2013
LTPLc;NA;NA;NA;NA;NA;NA;NA;NA;2015
f9j5a;NA;NA;NA;NA;NA;NA;NA;NA;2012
tZfxm;4,00;0,00;0,60;1,20;NA;NA;NA;NA;2011
5PkOp;NA;NA;NA;NA;NA;NA;NA;NA;2014
5PkOp;NA;NA;NA;NA;NA;NA;NA;NA;2018
Kd72v;NA;NA;NA;NA;NA;NA;NA;NA;2017
BQdW3;6,00;NA;0,80;3,80;NA;NA;NA;NA;2015
BQdW3;6,00;4,50;0,50;5,00;NA;NA;NA;NA;2016
+7don;NA;NA;NA;NA;NA;NA;NA;NA;2011
+7don;NA;NA;NA;NA;NA;NA;NA;NA;2012
