ANONYMIZED ID;TEST FEB;PRACTICAL EX FEB;PRACTICES FEB;FINAL FEB;TEST SEPT;PRACTICAL EX SEPT;PRACTICES SEPT;FINAL SEPT;YEAR
ns2Cg;NA;NA;NA;NA;NA;NA;NA;NA;2015
ns2Cg;NA;NA;NA;NA;NA;NA;NA;NA;2016
ns2Cg;NA;NA;NA;NA;NA;NA;NA;NA;2017
+pP+3;NA;NA;NA;NA;NA;NA;NA;NA;2012
GWX5D;NA;NA;NA;NA;NA;NA;NA;NA;2017
DaZF8;NA;NA;NA;NA;NA;NA;NA;NA;2014
wF7uF;NA;NA;NA;NA;NA;NA;NA;NA;2017
wF7uF;NA;NA;NA;NA;NA;NA;NA;NA;2018
gOBY4;7,00;0,00;0,00;2,10;NA;NA;NA;NA;2013
0uA5A;NA;NA;NA;NA;NA;NA;NA;NA;2014
gbnNb;NA;NA;NA;NA;NA;NA;NA;NA;2016
gbnNb;NA;NA;NA;NA;NA;NA;NA;NA;2017
XXse1;8,00;6,00;0,00;6,00;NA;NA;NA;NA;2016
qiGsu;NA;NA;NA;NA;NA;NA;NA;NA;2011
g0aus;NA;NA;NA;NA;NA;NA;NA;NA;2013
EpFv8;NA;NA;NA;NA;NA;NA;NA;NA;2012
w3i5R;5,00;0,00;NA;1,50;4,00;0,00;NA;1,20;2011
4Mnof;NA;NA;NA;NA;NA;NA;NA;NA;2014
N1E0r;7,00;0,00;0,00;2,10;8,00;0,00;6,00;6,00;2017
KQYf3;NA;NA;NA;NA;NA;NA;NA;NA;2017
qHJTH;NA;NA;NA;NA;NA;NA;NA;NA;2011
O9+W2;4,00;0,00;1,00;1,20;NA;NA;NA;NA;2016
06JP9;NA;NA;NA;NA;6,00;NA;0,00;1,80;2013
06JP9;NA;NA;NA;NA;9,00;6,00;0,00;6,30;2014
MUIt+;7,00;0,00;NA;2,10;NA;NA;NA;NA;2012
OHL5O;NA;NA;NA;NA;NA;NA;NA;NA;2016
SIymd;NA;NA;NA;NA;NA;NA;NA;NA;2011
6pTq7;NA;NA;NA;NA;NA;NA;NA;NA;2018
2tglA;NA;NA;NA;NA;NA;NA;NA;NA;2014
oLG61;9,00;9,00;1,00;9,10;NA;NA;NA;NA;2018
SftuG;NA;NA;NA;NA;NA;NA;NA;NA;2011
5LaOs;NA;NA;NA;NA;NA;NA;NA;NA;2014
5LaOs;NA;NA;NA;NA;NA;NA;NA;NA;2017
glYcL;3,00;NA;0,00;0,90;NA;NA;NA;NA;2015
glYcL;NA;NA;NA;NA;NA;NA;NA;NA;2016
ymOyr;NA;NA;NA;NA;NA;NA;NA;NA;2015
ymOyr;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2017
o9rMu;5,00;NA;1,00;1,50;NA;NA;NA;NA;2015
rU23H;NA;NA;NA;NA;NA;NA;NA;NA;2012
XxPLy;6,00;4,50;0,50;5,00;NA;NA;NA;NA;2011
beV2t;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2017
RM+G+;2,00;0,00;NA;0,60;NA;NA;NA;NA;2011
RM+G+;8,00;1,17;0,50;3,60;NA;NA;NA;NA;2012
nyjwY;NA;NA;NA;NA;NA;NA;NA;NA;2015
QxsMG;7,00;0,00;0,00;2,10;8,00;2,00;0,00;3,60;2018
Eb6/5;4,00;NA;0,00;1,20;NA;NA;NA;NA;2014
wzKV9;NA;NA;NA;NA;NA;NA;NA;NA;2018
Q8UcI;7,00;0,00;0,00;2,10;NA;NA;NA;NA;2012
pu8aP;NA;NA;NA;NA;NA;NA;NA;NA;2014
XTU22;3,00;0,00;NA;0,90;NA;NA;NA;NA;2011
Jg8hs;NA;NA;NA;NA;NA;NA;NA;NA;2014
gTHh1;NA;NA;NA;NA;NA;NA;NA;NA;2015
81P+I;9,00;10,00;1,00;9,70;NA;NA;NA;NA;2013
P2ar8;NA;NA;NA;NA;NA;NA;NA;NA;2016
P2ar8;NA;NA;NA;NA;NA;NA;NA;NA;2017
8OgC4;NA;NA;NA;NA;NA;NA;NA;NA;2011
xYHiN;5,00;NA;0,00;1,50;NA;NA;NA;NA;2015
p7I1d;NA;NA;NA;NA;NA;NA;NA;NA;2013
p7I1d;NA;NA;NA;NA;NA;NA;NA;NA;2014
uy/+T;NA;NA;NA;NA;NA;NA;NA;NA;2013
CM5HZ;NA;NA;NA;NA;NA;NA;NA;NA;2012
CM5HZ;NA;NA;NA;NA;NA;NA;NA;NA;2014
6U1WC;NA;NA;NA;NA;NA;NA;NA;NA;2015
6U1WC;NA;NA;NA;NA;NA;NA;NA;NA;2016
6U1WC;NA;NA;NA;NA;NA;NA;NA;NA;2017
6U1WC;NA;NA;NA;NA;NA;NA;NA;NA;2018
LuB8r;NA;NA;NA;NA;NA;NA;NA;NA;2011
dhgs0;NA;NA;NA;NA;NA;NA;NA;NA;2012
sCZ72;NA;NA;NA;NA;NA;NA;NA;NA;2015
KY9Oh;NA;NA;NA;NA;NA;NA;NA;NA;2015
jFmiv;10,00;10,00;0,00;9,00;NA;NA;NA;NA;2012
T23tP;9,00;10,00;0,00;8,70;NA;NA;NA;NA;2012
oGUtB;NA;NA;NA;NA;NA;NA;NA;NA;2012
fP9hq;NA;NA;NA;NA;NA;NA;NA;NA;2011
UYJdG;4,00;0,00;0,90;1,20;NA;NA;NA;NA;2013
UYJdG;6,00;0,00;1,00;2,80;5,00;NA;1,00;1,50;2014
yUgrm;7,00;2,00;0,00;3,30;8,00;5,00;0,00;5,40;2011
Blctg;NA;NA;NA;NA;NA;NA;NA;NA;2018
Z58of;NA;NA;NA;NA;NA;NA;NA;NA;2015
NEdfQ;9,00;9,00;0,00;8,10;NA;NA;NA;NA;2012
ubnvH;NA;NA;NA;NA;NA;NA;NA;NA;2014
vKDV9;NA;NA;NA;NA;NA;NA;NA;NA;2012
C8wZz;NA;NA;NA;NA;NA;NA;NA;NA;2014
C8wZz;NA;NA;NA;NA;NA;NA;NA;NA;2015
vxU/X;6,00;5,50;0,90;6,00;NA;NA;NA;NA;2016
O4Q86;10,00;9,00;0,85;9,25;NA;NA;NA;NA;2012
kFyUo;NA;NA;NA;NA;NA;NA;NA;NA;2011
cjrdC;NA;NA;NA;NA;NA;NA;NA;NA;2011
cjrdC;NA;NA;NA;NA;NA;NA;NA;NA;2012
cjrdC;NA;NA;NA;NA;NA;NA;NA;NA;2015
cjrdC;NA;NA;NA;NA;NA;NA;NA;NA;2018
DrUSR;3,00;0,00;NA;0,90;NA;NA;NA;NA;2011
ggYxK;3,00;0,00;0,70;0,90;NA;NA;NA;NA;2016
p0HZP;NA;NA;NA;NA;NA;NA;NA;NA;2017
p0HZP;7,00;4,00;0,65;5,20;NA;NA;NA;NA;2018
ageL8;NA;NA;NA;NA;NA;NA;NA;NA;2012
h1bIh;NA;NA;NA;NA;NA;NA;NA;NA;2015
h1bIh;NA;NA;NA;NA;NA;NA;NA;NA;2017
0U/NT;NA;NA;NA;NA;NA;NA;NA;NA;2011
vmnxv;9,00;6,00;NA;6,30;NA;NA;NA;NA;2012
GDP9V;NA;NA;NA;NA;NA;NA;NA;NA;2013
8lDSG;NA;NA;NA;NA;NA;NA;NA;NA;2012
Y5fqE;NA;NA;NA;NA;NA;NA;NA;NA;2011
Y5fqE;NA;NA;NA;NA;NA;NA;NA;NA;2013
Y5fqE;NA;NA;NA;NA;NA;NA;NA;NA;2014
k992Z;NA;NA;NA;NA;NA;NA;NA;NA;2011
k992Z;6,00;0,00;NA;1,80;NA;NA;NA;NA;2012
Z1H8h;NA;NA;NA;NA;NA;NA;NA;NA;2013
Z1H8h;NA;NA;NA;NA;NA;NA;NA;NA;2015
IHua6;NA;NA;NA;NA;NA;NA;NA;NA;2011
h4suF;7,00;8,50;0,80;8,00;NA;NA;NA;NA;2016
JyMIW;8,00;6,00;0,00;6,00;NA;NA;NA;NA;2016
CfS7e;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2013
CfS7e;NA;NA;NA;NA;NA;NA;NA;NA;2014
KjoXw;NA;NA;NA;NA;NA;NA;NA;NA;2011
9RUZo;NA;NA;NA;NA;NA;NA;NA;NA;2013
Qqn8c;NA;NA;NA;NA;NA;NA;NA;NA;2011
wwzSx;10,00;10,00;1,00;10,00;NA;NA;NA;NA;2012
h4eiY;NA;NA;NA;NA;NA;NA;NA;NA;2012
h4eiY;NA;NA;NA;NA;NA;NA;NA;NA;2013
x031G;NA;NA;NA;NA;NA;NA;NA;NA;2012
x031G;NA;NA;NA;NA;NA;NA;NA;NA;2013
x031G;NA;NA;NA;NA;NA;NA;NA;NA;2014
x031G;NA;NA;NA;NA;NA;NA;NA;NA;2015
x031G;NA;NA;NA;NA;NA;NA;NA;NA;2016
+mqfg;NA;NA;NA;NA;NA;NA;NA;NA;2013
cfPNl;NA;NA;NA;NA;NA;NA;NA;NA;2015
oUv0O;4,00;0,00;NA;1,20;NA;NA;NA;NA;2011
B7KpZ;NA;NA;NA;NA;NA;NA;NA;NA;2012
VmPHn;NA;NA;NA;NA;NA;NA;NA;NA;2013
VmPHn;NA;NA;NA;NA;NA;NA;NA;NA;2017
1HMcJ;NA;NA;NA;NA;NA;NA;NA;NA;2011
noBx0;NA;NA;NA;NA;NA;NA;NA;NA;2011
zVGsE;2,00;0,00;0,50;0,60;NA;NA;NA;NA;2011
k4dzw;NA;NA;NA;NA;NA;NA;NA;NA;2012
k4dzw;NA;NA;NA;NA;NA;NA;NA;NA;2013
Q2yR2;5,00;0,00;0,60;6,00;NA;NA;NA;NA;2011
S4S6a;8,00;10,00;1,00;9,40;NA;NA;NA;NA;2012
GcT3S;NA;NA;NA;NA;NA;NA;NA;NA;2015
fjmYK;8,00;7,67;1,00;8,00;NA;NA;NA;NA;2014
JMWlZ;1,00;0,00;NA;0,30;NA;NA;NA;NA;2012
n+elw;NA;NA;NA;NA;NA;NA;NA;NA;2014
+jatC;NA;NA;NA;NA;NA;NA;NA;NA;2012
EWlPX;NA;NA;NA;NA;NA;NA;NA;NA;2011
CHsao;2,00;0,00;0,90;0,60;NA;NA;NA;NA;2016
F/fvX;NA;NA;NA;NA;NA;NA;NA;NA;2012
F/fvX;NA;NA;NA;NA;NA;NA;NA;NA;2013
wFkya;NA;NA;NA;NA;NA;NA;NA;NA;2011
wFkya;9,00;6,00;1,00;7,30;NA;NA;NA;NA;2013
mxXJa;8,00;9,50;0,90;9,00;NA;NA;NA;NA;2011
UqPex;9,00;6,00;0,00;6,30;NA;NA;NA;NA;2012
5ORBY;NA;NA;NA;NA;NA;NA;NA;NA;2011
gZAwH;NA;NA;NA;NA;NA;NA;NA;NA;2016
7Cvae;NA;NA;NA;NA;NA;NA;NA;NA;2018
nLb69;NA;NA;NA;NA;NA;NA;NA;NA;2012
fzD/v;NA;NA;NA;NA;NA;NA;NA;NA;2012
SMpU6;NA;NA;NA;NA;NA;NA;NA;NA;2012
ZNeFM;NA;NA;NA;NA;NA;NA;NA;NA;2014
OnCeF;8,00;8,00;0,80;8,00;NA;NA;NA;NA;2016
QMqte;NA;NA;NA;NA;NA;NA;NA;NA;2017
hlEqK;NA;NA;NA;NA;NA;NA;NA;NA;2015
nWfBV;9,00;7,00;0,50;7,40;NA;NA;NA;NA;2018
JRnpX;NA;NA;NA;NA;NA;NA;NA;NA;2014
MG0eB;7,00;4,00;0,60;5,10;NA;NA;NA;NA;2017
qaCCC;4,00;0,00;0,50;1,20;NA;NA;NA;NA;2011
TzI67;7,00;NA;0,00;2,10;8,00;6,00;0,00;6,00;2015
gKQ17;NA;NA;NA;NA;NA;NA;NA;NA;2017
dBrMl;NA;NA;NA;NA;NA;NA;NA;NA;2012
1j3UN;NA;NA;NA;NA;NA;NA;NA;NA;2015
vsV9H;NA;NA;NA;NA;NA;NA;NA;NA;2011
QFgUa;NA;NA;NA;NA;NA;NA;NA;NA;2012
QFgUa;2,00;0,00;0,00;0,60;NA;NA;NA;NA;2013
eNMFx;7,00;8,00;0,75;7,65;NA;NA;NA;NA;2011
qkvvG;NA;NA;NA;NA;NA;NA;NA;NA;2012
e/VP9;NA;NA;NA;NA;NA;NA;NA;NA;2018
nycLQ;NA;NA;NA;NA;NA;NA;NA;NA;2013
wA699;6,00;NA;0,00;1,80;NA;NA;NA;NA;2015
69kST;NA;NA;NA;NA;NA;NA;NA;NA;2014
wQqNw;NA;NA;NA;NA;NA;NA;NA;NA;2016
HNImI;NA;NA;NA;NA;NA;NA;NA;NA;2012
SuOya;7,00;7,00;0,70;7,00;NA;NA;NA;NA;2017
es4CB;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2018
5GEwN;NA;NA;NA;NA;NA;NA;NA;NA;2014
6/w/y;8,00;NA;0,00;4,20;NA;NA;NA;NA;2015
qyPMm;9,00;3,00;0,50;5,00;NA;NA;NA;NA;2018
IG3XK;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2017
/nutF;NA;NA;NA;NA;NA;NA;NA;NA;2012
mifpF;NA;NA;NA;NA;NA;NA;NA;NA;2013
dkKds;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2013
3KYY0;NA;NA;NA;NA;NA;NA;NA;NA;2011
6rQo6;NA;NA;NA;NA;NA;NA;NA;NA;2011
ufscX;4,00;0,00;0,00;1,20;6,00;NA;0,00;1,80;2018
C7agL;2,00;0,00;0,00;0,60;NA;NA;NA;NA;2017
qveGs;NA;NA;NA;NA;NA;NA;NA;NA;2012
l3OHz;NA;NA;NA;NA;NA;NA;NA;NA;2015
A6Jjh;NA;NA;NA;NA;NA;NA;NA;NA;2014
68rrC;NA;NA;NA;NA;NA;NA;NA;NA;2011
EcG2F;6,00;2,00;0,50;3,50;7,00;0,50;4,00;5,00;2017
pkX09;NA;NA;NA;NA;NA;NA;NA;NA;2013
pkX09;NA;NA;NA;NA;NA;NA;NA;NA;2014
pkX09;NA;NA;NA;NA;NA;NA;NA;NA;2015
pkX09;NA;NA;NA;NA;NA;NA;NA;NA;2016
pkX09;NA;NA;NA;NA;NA;NA;NA;NA;2018
3dqo0;8,00;5,00;0,70;6,10;NA;NA;NA;NA;2017
vFWOq;NA;NA;NA;NA;NA;NA;NA;NA;2018
wK2+f;NA;NA;NA;NA;NA;NA;NA;NA;2014
7oBQo;NA;NA;NA;NA;NA;NA;NA;NA;2011
7oBQo;NA;NA;NA;NA;NA;NA;NA;NA;2014
UcD6q;NA;NA;NA;NA;NA;NA;NA;NA;2018
erwmO;2,00;NA;0,00;0,60;NA;NA;NA;NA;2015
p9Ehh;NA;NA;NA;NA;NA;NA;NA;NA;2015
bwyPB;NA;NA;NA;NA;NA;NA;NA;NA;2011
bEyly;4,00;0,00;NA;1,20;NA;NA;NA;NA;2011
EGXrp;3,00;NA;0,00;0,90;NA;NA;NA;NA;2014
EGXrp;NA;NA;NA;NA;NA;NA;NA;NA;2017
JLt9u;5,00;0,00;NA;1,50;NA;NA;NA;NA;2011
26irc;NA;NA;NA;NA;NA;NA;NA;NA;2011
26irc;NA;NA;NA;NA;NA;NA;NA;NA;2017
4SRi7;2,00;0,00;NA;0,60;NA;NA;NA;NA;2011
DJOBE;NA;NA;NA;NA;NA;NA;NA;NA;2015
7Iuss;NA;NA;NA;NA;NA;NA;NA;NA;2018
hWpNv;NA;NA;NA;NA;NA;NA;NA;NA;2016
hWpNv;6,00;2,00;0,90;3,90;NA;NA;NA;NA;2017
m63Rc;NA;NA;NA;NA;NA;NA;NA;NA;2014
b3RdK;NA;NA;NA;NA;NA;NA;NA;NA;2011
klqtl;NA;NA;NA;NA;NA;NA;NA;NA;2011
EyLL6;NA;NA;NA;NA;NA;NA;NA;NA;2013
aj1c3;NA;NA;NA;NA;NA;NA;NA;NA;2018
RQOIK;7,00;0,00;0,00;2,10;9,00;0,00;5,50;6,00;2016
chzB1;NA;NA;NA;NA;NA;NA;NA;NA;2012
EXXKH;10,00;10,00;1,00;10,00;NA;NA;NA;NA;2014
bXZ4Z;NA;NA;NA;NA;NA;NA;NA;NA;2011
WSTeT;9,00;NA;0,90;8,40;NA;NA;NA;NA;2015
vQcWK;4,00;NA;0,00;1,20;NA;NA;NA;NA;2015
86Ai8;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2016
ka+kg;NA;NA;NA;NA;NA;NA;NA;NA;2018
zddUK;NA;NA;NA;NA;NA;NA;NA;NA;2015
688yB;NA;NA;NA;NA;NA;NA;NA;NA;2018
ZUzcZ;NA;NA;NA;NA;NA;NA;NA;NA;2011
ZUzcZ;NA;NA;NA;NA;NA;NA;NA;NA;2012
l+kSr;NA;NA;NA;NA;NA;NA;NA;NA;2013
0cEmT;NA;NA;NA;NA;NA;NA;NA;NA;2012
gzsyG;NA;NA;NA;NA;NA;NA;NA;NA;2014
y0wee;NA;NA;NA;NA;NA;NA;NA;NA;2011
iZfPF;NA;NA;NA;NA;NA;NA;NA;NA;2012
FDewh;NA;NA;NA;NA;NA;NA;NA;NA;2015
FDewh;NA;NA;NA;NA;NA;NA;NA;NA;2016
SfvII;NA;NA;NA;NA;NA;NA;NA;NA;2014
ztpTW;NA;NA;NA;NA;NA;NA;NA;NA;2011
KUHuy;NA;NA;NA;NA;NA;NA;NA;NA;2016
KUHuy;NA;NA;NA;NA;NA;NA;NA;NA;2018
iPLcy;9,00;6,00;0,00;6,30;NA;NA;NA;NA;2017
t+1vy;NA;NA;NA;NA;NA;NA;NA;NA;2016
YLaeh;NA;NA;NA;NA;NA;NA;NA;NA;2017
9KtiA;NA;NA;NA;NA;NA;NA;NA;NA;2011
fb3Oc;NA;NA;NA;NA;NA;NA;NA;NA;2011
CgZFQ;6,00;0,00;NA;1,80;NA;NA;NA;NA;2012
CgZFQ;NA;NA;NA;NA;NA;NA;NA;NA;2013
bNBjX;NA;NA;NA;NA;NA;NA;NA;NA;2015
x5SaM;NA;NA;NA;NA;NA;NA;NA;NA;2012
m+aDU;NA;NA;NA;NA;NA;NA;NA;NA;2013
Ljgzu;NA;NA;NA;NA;NA;NA;NA;NA;2015
mfgMV;4,00;0,00;0,60;1,20;8,00;3,33;0,60;5,00;2011
4DGb+;NA;NA;NA;NA;NA;NA;NA;NA;2018
hB71z;8,00;3,00;NA;4,20;NA;NA;NA;NA;2012
v+kNA;NA;NA;NA;NA;NA;NA;NA;NA;2015
tSRcJ;NA;NA;NA;NA;NA;NA;NA;NA;2011
tSRcJ;NA;NA;NA;NA;NA;NA;NA;NA;2015
IZlJH;NA;NA;NA;NA;NA;NA;NA;NA;2012
plgJc;NA;NA;NA;NA;NA;NA;NA;NA;2013
a7rkI;8,00;9,00;1,00;9,00;NA;NA;NA;NA;2011
1SaC/;3,00;0,00;0,60;0,90;NA;NA;NA;NA;2013
gJg4V;NA;NA;NA;NA;NA;NA;NA;NA;2015
dMuIm;NA;NA;NA;NA;NA;NA;NA;NA;2012
3M1PB;NA;NA;NA;NA;NA;NA;NA;NA;2017
8fkZc;NA;NA;NA;NA;NA;NA;NA;NA;2015
pHalQ;NA;NA;NA;NA;NA;NA;NA;NA;2014
uwYRL;4,00;0,00;NA;1,20;NA;NA;NA;NA;2011
uwYRL;10,00;8,00;0,60;8,40;NA;NA;NA;NA;2012
I2KCd;NA;NA;NA;NA;NA;NA;NA;NA;2012
W0dFW;NA;NA;NA;NA;NA;NA;NA;NA;2012
sQDKF;NA;NA;NA;NA;NA;NA;NA;NA;2013
r73SX;NA;NA;NA;NA;NA;NA;NA;NA;2014
hmiff;6,00;7,42;0,75;7,00;NA;NA;NA;NA;2014
zmC4X;NA;NA;NA;NA;NA;NA;NA;NA;2016
T1Mky;3,00;0,00;0,70;0,90;NA;NA;NA;NA;2011
QC05M;NA;NA;NA;NA;NA;NA;NA;NA;2014
iqra5;NA;NA;NA;NA;NA;NA;NA;NA;2014
iqra5;NA;NA;NA;NA;NA;NA;NA;NA;2015
iqra5;NA;NA;NA;NA;NA;NA;NA;NA;2016
iqra5;NA;NA;NA;NA;NA;NA;NA;NA;2017
bDUNb;NA;NA;NA;NA;NA;NA;NA;NA;2014
xSOX/;NA;NA;NA;NA;NA;NA;NA;NA;2018
sZev7;NA;NA;NA;NA;NA;NA;NA;NA;2012
sZev7;NA;NA;NA;NA;NA;NA;NA;NA;2013
fRPdZ;NA;NA;NA;NA;NA;NA;NA;NA;2012
ZrUKT;7,00;0,00;0,00;3,00;NA;NA;NA;NA;2011
9nM8D;NA;NA;NA;NA;NA;NA;NA;NA;2012
OKrsP;NA;NA;NA;NA;NA;NA;NA;NA;2012
sS+kG;NA;NA;NA;NA;NA;NA;NA;NA;2016
mAUPU;NA;NA;NA;NA;NA;NA;NA;NA;2014
sJooT;NA;NA;NA;NA;NA;NA;NA;NA;2011
sJooT;NA;NA;NA;NA;NA;NA;NA;NA;2012
iEDQk;NA;NA;NA;NA;NA;NA;NA;NA;2011
OjiQu;NA;NA;NA;NA;NA;NA;NA;NA;2015
iVGUQ;NA;NA;NA;NA;NA;NA;NA;NA;2018
P8Gux;NA;NA;NA;NA;NA;NA;NA;NA;2012
ADobM;NA;NA;NA;NA;NA;NA;NA;NA;2012
a177X;NA;NA;NA;NA;NA;NA;NA;NA;2015
GlAvp;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2013
GlAvp;NA;NA;NA;NA;NA;NA;NA;NA;2014
GlAvp;NA;NA;NA;NA;NA;NA;NA;NA;2015
i3jiq;NA;NA;NA;NA;NA;NA;NA;NA;2017
vUCNj;NA;NA;NA;NA;NA;NA;NA;NA;2013
vUCNj;5,00;0,00;0,00;1,50;6,00;0,00;0,00;1,80;2016
UhV/R;NA;NA;NA;NA;NA;NA;NA;NA;2015
UhV/R;6,00;0,00;0,00;1,80;7,00;0,00;5,00;5,10;2016
NaE1L;NA;NA;NA;NA;NA;NA;NA;NA;2012
XxZzQ;NA;NA;NA;NA;NA;NA;NA;NA;2018
n3Ag5;NA;NA;NA;NA;NA;NA;NA;NA;2015
D/Q3M;NA;NA;NA;NA;NA;NA;NA;NA;2012
D/Q3M;NA;NA;NA;NA;NA;NA;NA;NA;2013
+66Ku;NA;NA;NA;NA;NA;NA;NA;NA;2012
B6UJh;NA;NA;NA;NA;NA;NA;NA;NA;2011
NDDod;6,00;7,00;1,00;7,00;NA;NA;NA;NA;2011
g6zCM;NA;NA;NA;NA;NA;NA;NA;NA;2012
qPq24;NA;NA;NA;NA;NA;NA;NA;NA;2015
qPq24;NA;NA;NA;NA;NA;NA;NA;NA;2016
ZemxJ;3,00;0,00;NA;0,90;6,00;0,00;NA;1,80;2011
ZemxJ;NA;NA;NA;NA;NA;NA;NA;NA;2012
9AG0k;8,00;3,50;0,50;5,00;NA;NA;NA;NA;2013
fLXly;NA;NA;NA;NA;NA;NA;NA;NA;2011
cdRsL;4,00;0,00;NA;1,20;NA;NA;NA;NA;2012
ddoFD;NA;NA;NA;NA;NA;NA;NA;NA;2016
aZRLI;NA;NA;NA;NA;NA;NA;NA;NA;2011
txB8z;NA;NA;NA;NA;NA;NA;NA;NA;2018
DIni+;5,00;NA;0,00;1,50;NA;NA;NA;NA;2015
DIni+;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2016
DIni+;NA;NA;NA;NA;NA;NA;NA;NA;2017
KXaCU;6,00;0,00;NA;1,80;NA;NA;NA;NA;2011
+Cvo8;NA;NA;NA;NA;NA;NA;NA;NA;2013
YefiZ;NA;NA;NA;NA;NA;NA;NA;NA;2012
SzENW;7,00;NA;0,00;2,10;9,00;4,00;0,00;5,10;2015
xwbBF;NA;NA;NA;NA;NA;NA;NA;NA;2015
xwbBF;NA;NA;NA;NA;NA;NA;NA;NA;2016
vo0N6;4,00;0,00;0,40;1,20;NA;NA;NA;NA;2018
NCpo8;NA;NA;NA;NA;NA;NA;NA;NA;2013
7+Q40;NA;NA;NA;NA;NA;NA;NA;NA;2013
L2HBI;6,00;NA;0,00;1,80;NA;NA;NA;NA;2014
L2HBI;8,00;NA;0,60;7,80;NA;NA;NA;NA;2015
opsSa;8,00;8,00;0,80;8,00;NA;NA;NA;NA;2012
KUIsu;NA;NA;NA;NA;NA;NA;NA;NA;2012
KUIsu;NA;NA;NA;NA;NA;NA;NA;NA;2013
KUIsu;NA;NA;NA;NA;NA;NA;NA;NA;2017
M/Xlk;NA;NA;NA;NA;NA;NA;NA;NA;2011
87Mc+;NA;NA;NA;NA;NA;NA;NA;NA;2011
eq5c7;8,00;9,00;0,00;7,80;NA;NA;NA;NA;2012
1Vw7A;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2012
1Vw7A;6,00;6,00;0,50;5,90;NA;NA;NA;NA;2013
jd90+;NA;NA;NA;NA;NA;NA;NA;NA;2014
71Bjl;NA;NA;NA;NA;NA;NA;NA;NA;2014
Utxnm;NA;NA;NA;NA;NA;NA;NA;NA;2018
MaDi7;NA;NA;NA;NA;5,00;NA;0,00;1,50;2014
05MHF;NA;NA;NA;NA;NA;NA;NA;NA;2015
05MHF;NA;NA;NA;NA;NA;NA;NA;NA;2016
05MHF;NA;NA;NA;NA;NA;NA;NA;NA;2017
3qXCK;8,00;7,00;1,00;7,60;NA;NA;NA;NA;2014
9cduG;8,00;2,67;1,00;5,00;NA;NA;NA;NA;2012
0XuvW;6,00;0,00;0,00;1,80;3,00;0,00;0,00;0,90;2017
OaJ3Q;NA;NA;NA;NA;NA;NA;NA;NA;2015
JMbhg;NA;NA;NA;NA;NA;NA;NA;NA;2011
0sPXY;NA;NA;NA;NA;NA;NA;NA;NA;2014
0sPXY;NA;NA;NA;NA;NA;NA;NA;NA;2015
q74gV;NA;NA;NA;NA;NA;NA;NA;NA;2018
ldGm0;NA;NA;NA;NA;NA;NA;NA;NA;2013
ldGm0;NA;NA;NA;NA;NA;NA;NA;NA;2014
G9CJf;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2012
G9CJf;4,00;0,00;0,70;1,20;NA;NA;NA;NA;2013
G9CJf;8,00;2,00;0,70;4,30;6,00;4,00;0,70;5,00;2014
FuhMO;NA;NA;NA;NA;NA;NA;NA;NA;2012
FuhMO;NA;NA;NA;NA;NA;NA;NA;NA;2015
7Qlu1;8,00;NA;0,90;9,00;NA;NA;NA;NA;2015
JNVLD;NA;NA;NA;NA;NA;NA;NA;NA;2018
QXQGM;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2017
QXQGM;8,00;2,50;1,00;5,00;NA;NA;NA;NA;2018
IwSH1;NA;NA;NA;NA;NA;NA;NA;NA;2012
8LG7+;NA;NA;NA;NA;NA;NA;NA;NA;2012
fTcQ/;NA;NA;NA;NA;NA;NA;NA;NA;2016
fTcQ/;NA;NA;NA;NA;NA;NA;NA;NA;2017
kkC/2;10,00;9,00;0,90;9,30;NA;NA;NA;NA;2013
J/hbz;NA;NA;NA;NA;NA;NA;NA;NA;2014
ESjm9;NA;NA;NA;NA;NA;NA;NA;NA;2014
3i6mG;2,00;NA;0,00;0,60;NA;NA;NA;NA;2014
5kz1e;NA;NA;NA;NA;NA;NA;NA;NA;2017
5kz1e;NA;NA;NA;NA;NA;NA;NA;NA;2018
2Aslu;7,00;0,00;NA;2,10;NA;NA;NA;NA;2012
hMNe5;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2016
hMNe5;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2017
+Ws5K;NA;NA;NA;NA;NA;NA;NA;NA;2014
vxHWR;NA;NA;NA;NA;NA;NA;NA;NA;2011
NZXNC;NA;NA;NA;NA;NA;NA;NA;NA;2012
jO5ra;9,00;8,00;0,50;8,00;NA;NA;NA;NA;2012
qQ3UF;NA;NA;NA;NA;NA;NA;NA;NA;2012
8R9US;NA;NA;NA;NA;NA;NA;NA;NA;2011
I2Nup;8,00;7,00;0,75;7,35;NA;NA;NA;NA;2012
a5gC2;9,00;8,50;1,00;9,00;NA;NA;NA;NA;2011
ufWib;NA;NA;NA;NA;NA;NA;NA;NA;2011
